"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 21 12:48:29 EET 2025","Wed May 21 12:49:29 EET 2025","60691","APITestSuite","RunAPI","tests.ApiTest","tests.ApiTest","executeApiFlow","Run Full API Scenario with Allure Steps",""
