"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17462","Run Full API Scenario with Allure Steps","APITestSuite","Wed May 21 10:03:41 UTC 2025","failed","Wed May 21 10:03:59 UTC 2025","tests.ApiTest","RunAPI","tests.ApiTest","executeApiFlow"
